review,rating,date,bank,source
"the updated version of this app is just time wasting. it doesn't work with 2g/3g network.require log in frequently,not fast as much as possible.automatic log out are the bad features of this app",1,2024-04-13,BOA,Google Play Store
why u do that hh,2,2024-04-13,BOA,Google Play Store
abissiniya bank one of the best for giving the future,5,2024-04-12,BOA,Google Play Store
this the best mobile banking app boa mobile banking included all digital banking features and we can access the most companies and sectors with this app. thanks for giving this services keep going .,5,2024-04-12,BOA,Google Play Store
"this has to be your worst app ever, damm so many bugs and it lags so baddd. please fix it",1,2024-04-12,BOA,Google Play Store
simplify your life by using the abyssinia app i like it because it is comfortable and safe,5,2024-04-11,BOA,Google Play Store
"general, when i considered from other banks, this bank is unique",4,2024-04-11,BOA,Google Play Store
boa ... the best,5,2024-04-09,BOA,Google Play Store
wow its so attractive,5,2024-04-09,BOA,Google Play Store
yet another useless app,1,2024-04-09,BOA,Google Play Store
keep it up 1ygna bank,5,2024-04-09,BOA,Google Play Store
it's good!,4,2024-04-09,BOA,Google Play Store
oh,5,2024-04-07,BOA,Google Play Store
great apps,5,2024-04-06,BOA,Google Play Store
it closes playing audio app when it is opened . what is the solution?,5,2024-04-06,BOA,Google Play Store
mosisaborana,5,2024-04-05,BOA,Google Play Store
mubarak,5,2024-04-03,BOA,Google Play Store
otp should be inserted manually. not working on my phone,2,2024-04-02,BOA,Google Play Store
"my device is not auto inserting the otp, so keyboard should be enabled on the apps otp login to insert otp manually.",3,2024-04-02,BOA,Google Play Store
worse mobile banking ever 👎👎,1,2024-03-29,BOA,Google Play Store
what's wrong with app suddenly stoped to open?,1,2024-03-25,BOA,Google Play Store
just use other banks if you want a good mobile app. cbe is 40x faster and safe than this app.,1,2024-03-23,BOA,Google Play Store
worst app ever previous version was way better than this version after i activated my mobile banking app it says account not found but i'm their system my ib customer does work fine please fix your bugs and test it before you release it i have visit and report many branches and head quarter but they can't fix the problem,1,2024-03-23,BOA,Google Play Store
wow! thanks boa,5,2024-03-22,BOA,Google Play Store
"the app doesnot allow to transfer from foreign currency accounts to local currency accounts , it says transaction not allowed , please check it and also it is difficult to activate the app from abroad countries since the otp doesn't reach by sms and it uses email, it doesn't allow manual otp input and the email hardly received , please review your app and make an update !!!",2,2024-03-22,BOA,Google Play Store
i have nothing against your service but your app!!!!??? when will it ever work? why do you keep changing the interface whenever there is an update? the most unreadable annoying app.,1,2024-03-22,BOA,Google Play Store
muhammaadamaan musxafaa,5,2024-03-21,BOA,Google Play Store
when writing amounts z app cannot insert deceimasl so that one cannot transact amounts involving cents !!! a finnacial app to be released without this feature being checked !!!,3,2024-03-20,BOA,Google Play Store
boa mobile the best app,5,2024-03-20,BOA,Google Play Store
worst banking app i have ever used. try to modify it,2,2024-03-19,BOA,Google Play Store
the application is extremely slow.,1,2024-03-16,BOA,Google Play Store
i couldn't transfer because of bug's its annoying for a bank app nots acceptable,1,2024-03-15,BOA,Google Play Store
"it was a very nice app and was exemplary to other banks, but i am experiencing difficulties in transfering transactions and thinking to leave abyssinia? what would you advise me. ወጣ ወጣና ሆነእኮ ነገሩ።",5,2024-03-14,BOA,Google Play Store
"its fast and easy to communicate to the app and its available all area keep it up.i will make happy for this application thank you dashen bank for your effort,commitment and dedication. i appricated your work.",5,2025-11-26,Dashen,Google Play Store
